Risk_LASSO_nonrand,Risk_LASSO_rand,Risk_indest,Risk_relLASSO_nonrand,Risk_relLASSO_rand,Risk_selMLE,SNR,correlation,regression_dim,sample_size,signal_type,tuning
0.697798250784,0.85718568517,2.21896878479,0.699571498105,1.33274011885,1.37873397223,0.05,0.35,100,500,1,selective_MLE
0.419309318668,0.636428859402,1.1987352918,0.380829530637,0.646123024361,0.72190312741,0.1,0.35,100,500,1,selective_MLE
0.30931592898,0.532820557278,1.02217246606,0.249026330394,0.431733783231,0.527093447425,0.15,0.35,100,500,1,selective_MLE
0.246305559448,0.444429877595,0.673491149536,0.154679163925,0.320423659938,0.323355132192,0.2,0.35,100,500,1,selective_MLE
0.174246008689,0.360765235691,0.467873778027,0.0760494000571,0.164079376842,0.18706333101,0.25,0.35,100,500,1,selective_MLE
0.134503703797,0.336916782573,0.345490972051,0.0459261611936,0.0935937159224,0.11590795158,0.3,0.35,100,500,1,selective_MLE
0.101018740148,0.256875358635,0.221607861887,0.0257195421617,0.0553450654339,0.0500593814501,0.42,0.35,100,500,1,selective_MLE
0.0588696020544,0.177950947921,0.132963527587,0.0201241127366,0.0424956636144,0.0354428715806,0.71,0.35,100,500,1,selective_MLE
0.0361438615056,0.131259024663,0.0838490306946,0.0122029950952,0.0242627335914,0.0196990246932,1.22,0.35,100,500,1,selective_MLE
0.0227142973009,0.103825117154,0.039772197288,0.00664066401051,0.0118976464415,0.0111903101344,2.07,0.35,100,500,1,selective_MLE
