SNR,correlation,coverage,fdr,length,method,nactive,ndiscoveries,power,power_post_BH,regression_dim,risk,sample_size,signal_type,tuning
0.05,0.35,0.931461038961,0.1,2.41544824566,Selective MLE,6.16,0.58,0.152,0.088,100,1.19947480531,500,1,selective_MLE
0.05,0.35,0.0,0.0,0.0,Randomized LASSO,6.16,0.0,0.0,0.0,100,0.838899806485,500,1,selective_MLE
0.05,0.35,0.884926599127,0.05425,inf,Lee,17.12,0.78,0.188,0.072,100,0.724816854623,500,1,selective_MLE
0.05,0.35,0.65701749871,0.38,1.55605689956,Naive,19.96,0.88,0.552,0.0,100,0.724816854623,500,1,selective_MLE
0.1,0.35,0.923951051872,0.0723333333333,1.60286679569,Selective MLE,6.68,2.02,0.464,0.372,100,0.617980303537,500,1,selective_MLE
0.1,0.35,0.0,0.0,0.0,Randomized LASSO,6.68,0.0,0.0,0.0,100,0.623250677108,500,1,selective_MLE
0.1,0.35,0.829751327499,0.136298427063,inf,Lee,19.16,2.74,0.488,0.316,100,0.385265083675,500,1,selective_MLE
0.1,0.35,0.674292607555,0.32,1.0957955719,Naive,22.72,0.62,0.848,0.0,100,0.385265083675,500,1,selective_MLE
0.15,0.35,0.919792596293,0.0436666666667,1.24993790514,Selective MLE,7.34,3.34,0.704,0.64,100,0.375999447603,500,1,selective_MLE
0.15,0.35,0.0,0.0,0.0,Randomized LASSO,7.34,0.0,0.0,0.0,100,0.542201834918,500,1,selective_MLE
0.15,0.35,0.860987230522,0.0820341880342,inf,Lee,20.62,3.34,0.656,0.54,100,0.270390483342,500,1,selective_MLE
0.15,0.35,0.652876573256,0.34,0.893430986125,Naive,23.84,0.68,0.952,0.0,100,0.270390483342,500,1,selective_MLE
0.2,0.35,0.926208791209,0.013,1.07711888638,Selective MLE,7.52,4.06,0.86,0.8,100,0.222436708189,500,1,selective_MLE
0.2,0.35,0.0,0.0,0.0,Randomized LASSO,7.52,0.0,0.0,0.0,100,0.446913741016,500,1,selective_MLE
0.2,0.35,0.832607143904,0.0939413919414,inf,Lee,21.2,3.5,0.648,0.572,100,0.217031859955,500,1,selective_MLE
0.2,0.35,0.656193739552,0.34,0.778513197816,Naive,23.04,0.58,0.984,0.0,100,0.217031859955,500,1,selective_MLE
0.25,0.35,0.896191475191,0.028,0.954438262285,Selective MLE,7.96,4.76,0.92,0.92,100,0.136180132365,500,1,selective_MLE
0.25,0.35,0.0,0.0,0.0,Randomized LASSO,7.96,0.0,0.0,0.0,100,0.369746575113,500,1,selective_MLE
0.25,0.35,0.867119718639,0.126863636364,inf,Lee,22.62,3.7,0.692,0.528,100,0.183191135704,500,1,selective_MLE
0.25,0.35,0.673454163252,0.36,0.70260871614,Naive,24.7,0.72,0.996,0.0,100,0.183191135704,500,1,selective_MLE
0.3,0.35,0.922422355422,0.018,0.846864516823,Selective MLE,7.12,4.78,0.944,0.936,100,0.124306493466,500,1,selective_MLE
0.3,0.35,0.0,0.0,0.0,Randomized LASSO,7.12,0.0,0.0,0.0,100,0.370077049834,500,1,selective_MLE
0.3,0.35,0.900479439176,0.059,inf,Lee,22.32,3.32,0.668,0.604,100,0.139899752608,500,1,selective_MLE
0.3,0.35,0.653521031881,0.44,0.639842749189,Naive,25.14,0.96,1.0,0.0,100,0.139899752608,500,1,selective_MLE
0.42,0.35,0.89451037851,0.0233333333333,0.695195505914,Selective MLE,6.82,5.12,0.996,0.996,100,0.067374298508,500,1,selective_MLE
0.42,0.35,0.0,0.0,0.0,Randomized LASSO,6.82,0.0,0.0,0.0,100,0.310468898242,500,1,selective_MLE
0.42,0.35,0.866246270431,0.131911255411,inf,Lee,21.74,4.34,0.776,0.704,100,0.101985001419,500,1,selective_MLE
0.42,0.35,0.645621038488,0.32,0.535115175216,Naive,23.98,0.68,1.0,0.0,100,0.101985001419,500,1,selective_MLE
0.71,0.35,0.915206349206,0.00666666666667,0.517475359883,Selective MLE,6.68,5.04,1.0,1.0,100,0.0317729502039,500,1,selective_MLE
0.71,0.35,0.0,0.0,0.0,Randomized LASSO,6.68,0.0,0.0,0.0,100,0.218910141131,500,1,selective_MLE
0.71,0.35,0.841226328389,0.153599439776,inf,Lee,22.34,5.2,0.844,0.716,100,0.0569139003612,500,1,selective_MLE
0.71,0.35,0.662128719316,0.46,0.411939807863,Naive,25.74,0.88,1.0,0.0,100,0.0569139003612,500,1,selective_MLE
1.22,0.35,0.896861111111,0.00333333333333,0.399786803636,Selective MLE,6.52,5.02,1.0,1.0,100,0.0176700251849,500,1,selective_MLE
1.22,0.35,0.0,0.0,0.0,Randomized LASSO,6.52,0.0,0.0,0.0,100,0.182617145112,500,1,selective_MLE
1.22,0.35,0.877158606178,0.072,inf,Lee,22.22,4.54,0.868,0.812,100,0.0329382817335,500,1,selective_MLE
1.22,0.35,0.683593512131,0.26,0.321334855624,Naive,25.94,0.7,1.0,0.0,100,0.0329382817335,500,1,selective_MLE
2.07,0.35,0.883165223665,0.0157142857143,0.301333150726,Selective MLE,6.24,5.1,1.0,1.0,100,0.0116313177681,500,1,selective_MLE
2.07,0.35,0.0,0.0,0.0,Randomized LASSO,6.24,0.0,0.0,0.0,100,0.100893025098,500,1,selective_MLE
2.07,0.35,0.881958794089,0.101575091575,inf,Lee,19.76,5.28,0.932,0.9,100,0.0207267202668,500,1,selective_MLE
2.07,0.35,0.626224030054,0.42,0.242265511428,Naive,23.18,1.08,1.0,0.0,100,0.0207267202668,500,1,selective_MLE
