Risk_LASSO_nonrand,Risk_LASSO_rand,Risk_indest,Risk_relLASSO_nonrand,Risk_relLASSO_rand,Risk_selMLE,SNR,correlation,regression_dim,sample_size,signal_type,tuning
1.09243672774,1.19241631522,66.5802029991,1.23406515401,5.37926240412,66.5802029991,0.05,0.7,1000,200,1,randomized_LASSO
1.03348868058,1.08132675964,38.3852852404,1.07150225572,3.49735932903,38.3852852404,0.1,0.7,1000,200,1,randomized_LASSO
0.97478395775,1.05911312813,26.7440029516,1.02051312064,2.93875908586,26.7440029516,0.15,0.7,1000,200,1,randomized_LASSO
0.91935867248,0.978984630566,20.0408717049,0.939219038505,2.24129394098,20.0408717049,0.2,0.7,1000,200,1,randomized_LASSO
0.885846251708,0.969227518518,15.6008974535,0.900166766283,1.94366792471,15.6008974535,0.25,0.7,1000,200,1,randomized_LASSO
0.827632432351,0.938287802512,14.670816331,0.844845584183,1.84385143811,14.670816331,0.3,0.7,1000,200,1,randomized_LASSO
0.719350085744,0.844098099742,13.5209534407,0.721438073621,1.4054012529,13.5209534407,0.42,0.7,1000,200,1,randomized_LASSO
0.520966311478,0.730480536029,7.70099169377,0.494283033378,1.03323592945,7.70099169377,0.71,0.7,1000,200,1,randomized_LASSO
0.322558328992,0.574001051024,4.80133134411,0.236516272445,0.597607242237,4.80133134411,1.22,0.7,1000,200,1,randomized_LASSO
0.189410896637,0.439628497143,2.90326565422,0.092964938924,0.331250334849,2.90326565422,2.07,0.7,1000,200,1,randomized_LASSO
