Risk_LASSO_nonrand,Risk_LASSO_rand,Risk_indest,Risk_relLASSO_nonrand,Risk_relLASSO_rand,Risk_selMLE,SNR,correlation,regression_dim,sample_size,signal_type,tuning
0.743435422189,0.850486099629,2.02596730455,0.725569100518,1.31529845576,1.32630280485,0.05,0,100,500,1,selective_MLE
0.402338513706,0.633263657991,1.20378586671,0.350213321137,0.656021851188,0.790410383997,0.1,0,100,500,1,selective_MLE
0.311910915364,0.500278735638,0.826297999063,0.210857868418,0.420782103491,0.441970517896,0.15,0,100,500,1,selective_MLE
0.225929760535,0.41184090871,0.569616166985,0.125815448077,0.270196807028,0.295231118235,0.2,0,100,500,1,selective_MLE
0.178438719613,0.329875217599,0.440095415652,0.0917532172973,0.189823026931,0.182150423954,0.25,0,100,500,1,selective_MLE
0.137883197407,0.298821814837,0.313436366994,0.0402924350131,0.117190963254,0.111715425255,0.3,0,100,500,1,selective_MLE
0.0969747510687,0.243721553208,0.176178413144,0.0278034606202,0.0711334925696,0.0713444446047,0.42,0,100,500,1,selective_MLE
0.0601112928232,0.218274335294,0.113176600439,0.018583278581,0.0382532254237,0.0321801187824,0.71,0,100,500,1,selective_MLE
0.0361396721766,0.110645464006,0.062664606523,0.0104018131365,0.0245477860903,0.024659280186,1.22,0,100,500,1,selective_MLE
0.0217887602061,0.0798053674236,0.0332560523286,0.00578911789716,0.0131973279945,0.00916534444897,2.07,0,100,500,1,selective_MLE
