SNR,correlation,coverage,fdr,length,method,nactive,ndiscoveries,power,power_post_BH,regression_dim,risk,sample_size,signal_type,tuning
0.05,0.35,0.953446391446,0.01,2.62255933497,Selective MLE,6.74,0.3,0.128,0.056,100,1.37873397223,500,1,selective_MLE
0.05,0.35,0.0,0.0,0.0,Randomized LASSO,6.74,0.0,0.0,0.0,100,0.85718568517,500,1,selective_MLE
0.05,0.35,0.91206634392,0.0466666666667,inf,Lee,14.82,0.64,0.18,0.088,100,0.697798250784,500,1,selective_MLE
0.05,0.35,0.623911071893,0.54,1.53350350149,Naive,17.72,1.18,0.6,0.0,100,0.697798250784,500,1,selective_MLE
0.1,0.35,0.94304956155,0.038,1.71400822216,Selective MLE,7.9,1.6,0.416,0.304,100,0.72190312741,500,1,selective_MLE
0.1,0.35,0.0,0.0,0.0,Randomized LASSO,7.9,0.0,0.0,0.0,100,0.636428859402,500,1,selective_MLE
0.1,0.35,0.831318293013,0.107522536287,inf,Lee,19.74,2.22,0.5,0.252,100,0.419309318668,500,1,selective_MLE
0.1,0.35,0.647898230764,0.3,1.09488163635,Naive,23.06,0.64,0.868,0.0,100,0.419309318668,500,1,selective_MLE
0.15,0.35,0.893418470418,0.0477142857143,1.33303417535,Selective MLE,8.8,3.24,0.656,0.608,100,0.527093447425,500,1,selective_MLE
0.15,0.35,0.0,0.0,0.0,Randomized LASSO,8.8,0.0,0.0,0.0,100,0.532820557278,500,1,selective_MLE
0.15,0.35,0.883129892952,0.0510303030303,inf,Lee,22.82,2.46,0.532,0.392,100,0.30931592898,500,1,selective_MLE
0.15,0.35,0.656039279891,0.4,0.904728692949,Naive,25.4,1.12,0.94,0.0,100,0.30931592898,500,1,selective_MLE
0.2,0.35,0.904584804085,0.0482142857143,1.09913086753,Selective MLE,9.22,3.96,0.772,0.744,100,0.323355132192,500,1,selective_MLE
0.2,0.35,0.0,0.0,0.0,Randomized LASSO,9.22,0.0,0.0,0.0,100,0.444429877595,500,1,selective_MLE
0.2,0.35,0.881195349887,0.0685714285714,inf,Lee,21.24,3.4,0.692,0.588,100,0.246305559448,500,1,selective_MLE
0.2,0.35,0.642143598466,0.36,0.771359441676,Naive,23.94,0.84,0.988,0.0,100,0.246305559448,500,1,selective_MLE
0.25,0.35,0.888728485567,0.0173333333333,0.937853190268,Selective MLE,8.18,4.76,0.94,0.932,100,0.18706333101,500,1,selective_MLE
0.25,0.35,0.0,0.0,0.0,Randomized LASSO,8.18,0.0,0.0,0.0,100,0.360765235691,500,1,selective_MLE
0.25,0.35,0.864023356123,0.0857748917749,inf,Lee,21.66,3.42,0.704,0.584,100,0.174246008689,500,1,selective_MLE
0.25,0.35,0.645451554632,0.38,0.699039380918,Naive,23.56,0.74,0.996,0.0,100,0.174246008689,500,1,selective_MLE
0.3,0.35,0.900941284206,0.0166666666667,0.81640366547,Selective MLE,7.18,4.96,0.98,0.972,100,0.11590795158,500,1,selective_MLE
0.3,0.35,0.0,0.0,0.0,Randomized LASSO,7.18,0.0,0.0,0.0,100,0.336916782573,500,1,selective_MLE
0.3,0.35,0.910495466961,0.0765,inf,Lee,20.5,3.78,0.78,0.676,100,0.134503703797,500,1,selective_MLE
0.3,0.35,0.651415225722,0.32,0.635206913155,Naive,23.18,0.82,1.0,0.0,100,0.134503703797,500,1,selective_MLE
0.42,0.35,0.930399240856,0.00333333333333,0.639483506134,Selective MLE,6.84,5.02,1.0,1.0,100,0.0500593814501,500,1,selective_MLE
0.42,0.35,0.0,0.0,0.0,Randomized LASSO,6.84,0.0,0.0,0.0,100,0.256875358635,500,1,selective_MLE
0.42,0.35,0.832160402818,0.127043015808,inf,Lee,21.72,4.44,0.808,0.688,100,0.101018740148,500,1,selective_MLE
0.42,0.35,0.686047173525,0.22,0.537081992933,Naive,24.7,0.68,1.0,0.0,100,0.101018740148,500,1,selective_MLE
0.71,0.35,0.876014430014,0.01,0.480635758239,Selective MLE,6.94,5.06,1.0,1.0,100,0.0354428715806,500,1,selective_MLE
0.71,0.35,0.0,0.0,0.0,Randomized LASSO,6.94,0.0,0.0,0.0,100,0.177950947921,500,1,selective_MLE
0.71,0.35,0.811317398691,0.147659340659,inf,Lee,20.72,4.9,0.82,0.768,100,0.0588696020544,500,1,selective_MLE
0.71,0.35,0.656579716621,0.38,0.412422762436,Naive,23.82,0.64,1.0,0.0,100,0.0588696020544,500,1,selective_MLE
1.22,0.35,0.862783846872,0.00666666666667,0.357782078979,Selective MLE,6.88,5.04,1.0,1.0,100,0.0196990246932,500,1,selective_MLE
1.22,0.35,0.0,0.0,0.0,Randomized LASSO,6.88,0.0,0.0,0.0,100,0.131259024663,500,1,selective_MLE
1.22,0.35,0.907285507789,0.062880952381,inf,Lee,21.6,4.62,0.876,0.852,100,0.0361438615056,500,1,selective_MLE
1.22,0.35,0.616838530693,0.42,0.312798676849,Naive,24.38,1.18,1.0,0.0,100,0.0361438615056,500,1,selective_MLE
2.07,0.35,0.87792979243,0.00666666666667,0.263935686642,Selective MLE,6.2,5.04,1.0,1.0,100,0.0111903101344,500,1,selective_MLE
2.07,0.35,0.0,0.0,0.0,Randomized LASSO,6.2,0.0,0.0,0.0,100,0.103825117154,500,1,selective_MLE
2.07,0.35,0.870705509603,0.0995,inf,Lee,21.42,4.76,0.888,0.824,100,0.0227142973009,500,1,selective_MLE
2.07,0.35,0.638173272898,0.38,0.241994303429,Naive,24.26,0.92,1.0,0.0,100,0.0227142973009,500,1,selective_MLE
