Risk_LASSO_nonrand,Risk_LASSO_rand,Risk_indest,Risk_relLASSO_nonrand,Risk_relLASSO_rand,Risk_selMLE,SNR,correlation,regression_dim,sample_size,signal_type,tuning
1.17248749115,1.31442104866,23.6453370978,1.28791920231,6.4199010483,8.2886621002,0.05,0,1000,200,1,randomized_LASSO
1.05070354854,1.10763024692,14.1800839856,1.1238099725,3.67703632915,5.70079582818,0.1,0,1000,200,1,randomized_LASSO
1.00792015423,1.0430537927,11.2019796169,1.03348070544,2.81963361807,3.98836268352,0.15,0,1000,200,1,randomized_LASSO
0.938462922739,1.01048679788,7.56513834807,0.959418500699,2.34878604629,3.22973247347,0.2,0,1000,200,1,randomized_LASSO
0.90117958759,0.97688918139,6.38666109808,0.902395680636,2.0548885926,2.47135003169,0.25,0,1000,200,1,randomized_LASSO
0.858982589281,0.939293015234,5.73534495114,0.870730532696,1.88688220322,2.36317409857,0.3,0,1000,200,1,randomized_LASSO
0.75939059585,0.865395486812,5.84219932939,0.745503498889,1.57411396465,2.00307448702,0.42,0,1000,200,1,randomized_LASSO
0.574733612271,0.770365309897,3.2842446673,0.544215065212,1.08962289716,1.92922645517,0.71,0,1000,200,1,randomized_LASSO
0.373728618284,0.609913135656,2.01125498031,0.295208597233,0.619868328368,0.783112288547,1.22,0,1000,200,1,randomized_LASSO
0.208476236462,0.468370989328,1.0464136513,0.0822605369992,0.302679646991,0.411382057681,2.07,0,1000,200,1,randomized_LASSO
