Risk_LASSO_nonrand,Risk_LASSO_rand,Risk_indest,Risk_relLASSO_nonrand,Risk_relLASSO_rand,Risk_selMLE,SNR,correlation,regression_dim,sample_size,signal_type,tuning
0.661064182407,0.801798637534,3.75841271437,0.66794182998,1.30489419765,1.66586374221,0.05,0.7,100,500,1,selective_MLE
0.362204790134,0.562341962093,1.88335993038,0.335434741644,0.565653950118,0.799341484436,0.1,0.7,100,500,1,selective_MLE
0.246989970283,0.46261866559,1.19598629058,0.192855215933,0.34910692817,0.480043897059,0.15,0.7,100,500,1,selective_MLE
0.202248144831,0.399987898639,0.910333623448,0.119039329576,0.230405329048,0.350465323309,0.2,0.7,100,500,1,selective_MLE
0.172239159064,0.391931305213,0.792634324635,0.107346196542,0.168426306761,0.231265018526,0.25,0.7,100,500,1,selective_MLE
0.137834199808,0.365459757906,0.643725343517,0.0769725923295,0.148819449516,0.207613886764,0.3,0.7,100,500,1,selective_MLE
0.101927117901,0.321212638744,0.386211423156,0.0429049071332,0.0843358069426,0.103537820619,0.42,0.7,100,500,1,selective_MLE
0.0603137823088,0.250400422185,0.199884223847,0.0197333709389,0.0342016623851,0.0397673470199,0.71,0.7,100,500,1,selective_MLE
0.0331405157854,0.171959642058,0.111838231528,0.0111907083798,0.0183320601807,0.0197899774304,1.22,0.7,100,500,1,selective_MLE
0.0196362653582,0.105343758224,0.0683338359143,0.00567750470076,0.0108766113923,0.0132487406717,2.07,0.7,100,500,1,selective_MLE
