SNR,correlation,coverage,fdr,length,method,nactive,ndiscoveries,power,power_post_BH,regression_dim,risk,sample_size,signal_type,tuning
0.05,0.35,0.904560538674,0.27,10.1823227415,Selective MLE,13.28,0.5,0.008,0.004,1000,11.14355622,200,1,randomized_LASSO
0.05,0.35,0.0,0.0,0.0,Randomized LASSO,13.28,0.0,0.0,0.0,1000,1.27519023435,200,1,randomized_LASSO
0.05,0.35,0.814698714326,0.153333333333,inf,Lee,9.02,0.66,0.014,0.006,1000,1.22947708117,200,1,randomized_LASSO
0.05,0.35,0.215435589303,0.58,3.49976162582,Naive,13.46,1.5,0.048,0.0,1000,1.22947708117,200,1,randomized_LASSO
0.1,0.35,0.901193326107,0.13,7.2351485447,Selective MLE,12.18,0.24,0.018,0.006,1000,5.67042617943,200,1,randomized_LASSO
0.1,0.35,0.0,0.0,0.0,Randomized LASSO,12.18,0.0,0.0,0.0,1000,1.09469903763,200,1,randomized_LASSO
0.1,0.35,0.852926295926,0.0571428571429,inf,Lee,8.42,0.28,0.012,0.006,1000,1.03997065233,200,1,randomized_LASSO
0.1,0.35,0.280898609117,0.68,2.53227893337,Naive,12.64,1.74,0.074,0.0,1000,1.03997065233,200,1,randomized_LASSO
0.15,0.35,0.882759318987,0.19,5.81389463446,Selective MLE,15.78,0.4,0.054,0.018,1000,5.11745115543,200,1,randomized_LASSO
0.15,0.35,0.0,0.0,0.0,Randomized LASSO,15.78,0.0,0.0,0.0,1000,1.0261449909,200,1,randomized_LASSO
0.15,0.35,0.8636695845,0.108,inf,Lee,10.8,0.96,0.04,0.012,1000,0.970779284886,200,1,randomized_LASSO
0.15,0.35,0.363206299726,0.5,2.14167127404,Naive,15.68,1.5,0.148,0.0,1000,0.970779284886,200,1,randomized_LASSO
0.2,0.35,0.878854714053,0.136666666667,4.93075717257,Selective MLE,17.5,0.56,0.074,0.036,1000,3.94134638117,200,1,randomized_LASSO
0.2,0.35,0.0,0.0,0.0,Randomized LASSO,17.5,0.0,0.0,0.0,1000,1.00570908043,200,1,randomized_LASSO
0.2,0.35,0.811921267909,0.129456140351,inf,Lee,12.92,0.96,0.062,0.03,1000,0.955857160231,200,1,randomized_LASSO
0.2,0.35,0.420908411408,0.46,1.92294662266,Naive,18.42,1.42,0.17,0.0,1000,0.955857160231,200,1,randomized_LASSO
0.25,0.35,0.904443856452,0.103333333333,4.38141540518,Selective MLE,16.36,0.62,0.094,0.038,1000,2.96076741876,200,1,randomized_LASSO
0.25,0.35,0.0,0.0,0.0,Randomized LASSO,16.36,0.0,0.0,0.0,1000,0.963436312334,200,1,randomized_LASSO
0.25,0.35,0.829443531547,0.105692307692,inf,Lee,15.44,1.06,0.09,0.032,1000,0.899580794678,200,1,randomized_LASSO
0.25,0.35,0.554338716916,0.5,1.78138367145,Naive,22.08,1.04,0.244,0.0,1000,0.899580794678,200,1,randomized_LASSO
0.3,0.35,0.870643854672,0.124,3.48480528025,Selective MLE,22.24,1.0,0.156,0.068,1000,2.72989344456,200,1,randomized_LASSO
0.3,0.35,0.0,0.0,0.0,Randomized LASSO,22.24,0.0,0.0,0.0,1000,0.949610403149,200,1,randomized_LASSO
0.3,0.35,0.774245773293,0.126057971014,inf,Lee,19.16,2.16,0.132,0.064,1000,0.861327468008,200,1,randomized_LASSO
0.3,0.35,0.62055068257,0.36,1.65643370396,Naive,28.08,0.74,0.232,0.0,1000,0.861327468008,200,1,randomized_LASSO
0.42,0.35,0.871499391079,0.219095238095,2.92679636788,Selective MLE,23.12,2.1,0.214,0.136,1000,2.29869229231,200,1,randomized_LASSO
0.42,0.35,0.0,0.0,0.0,Randomized LASSO,23.12,0.0,0.0,0.0,1000,0.876389275514,200,1,randomized_LASSO
0.42,0.35,0.766220794294,0.151175438596,inf,Lee,24.14,2.18,0.17,0.058,1000,0.760023082731,200,1,randomized_LASSO
0.42,0.35,0.723070401959,0.18,1.51698380468,Naive,33.84,0.38,0.286,0.0,1000,0.760023082731,200,1,randomized_LASSO
0.71,0.35,0.832780761273,0.240670592973,1.91985249395,Selective MLE,32.84,5.38,0.438,0.332,1000,1.90473171699,200,1,randomized_LASSO
0.71,0.35,0.0,0.0,0.0,Randomized LASSO,32.84,0.0,0.0,0.0,1000,0.747119128815,200,1,randomized_LASSO
0.71,0.35,0.743799420992,0.176050664312,inf,Lee,37.26,4.12,0.25,0.096,1000,0.56797924093,200,1,randomized_LASSO
0.71,0.35,0.899408727514,0.02,1.33828834119,Naive,51.22,0.04,0.428,0.0,1000,0.56797924093,200,1,randomized_LASSO
1.22,0.35,0.824092627619,0.23783567413,1.40145975774,Selective MLE,31.56,8.12,0.66,0.602,1000,0.918711011887,200,1,randomized_LASSO
1.22,0.35,0.0,0.0,0.0,Randomized LASSO,31.56,0.0,0.0,0.0,1000,0.607598814246,200,1,randomized_LASSO
1.22,0.35,0.735296600906,0.178628554258,inf,Lee,47.24,5.24,0.302,0.124,1000,0.364022589518,200,1,randomized_LASSO
1.22,0.35,0.952273896683,0.0,1.20644489562,Naive,58.0,0.0,0.636,0.0,1000,0.364022589518,200,1,randomized_LASSO
2.07,0.35,0.772575484785,0.25638804377,1.00691373662,Selective MLE,34.18,11.52,0.83,0.804,1000,0.81289768376,200,1,randomized_LASSO
2.07,0.35,0.0,0.0,0.0,Randomized LASSO,34.18,0.0,0.0,0.0,1000,0.501801832857,200,1,randomized_LASSO
2.07,0.35,0.719978731909,0.217756312011,inf,Lee,52.66,5.64,0.306,0.11,1000,0.225363033778,200,1,randomized_LASSO
2.07,0.35,0.979314360862,0.0,1.10471415905,Naive,61.34,0.0,0.808,0.0,1000,0.225363033778,200,1,randomized_LASSO
